satellite_id,survey_id,ndvi_before,ndvi_after,vegetation_loss,satellite_source,imagery_urls
1169,1169,0.56,0.3,79.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1170,1170,0.68,0.21,73.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1171,1171,0.92,0.33,35.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1172,1172,0.6,0.22,68.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1173,1173,0.75,0.31,63.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1174,1174,0.94,0.36,38.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1175,1175,0.81,0.15,80.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1176,1176,0.7,0.39,20.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1177,1177,0.86,0.48,62.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1178,1178,0.83,0.46,91.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1179,1179,0.84,0.21,10.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1180,1180,0.59,0.44,61.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1181,1181,0.9,0.49,67.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1182,1182,0.63,0.3,24.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1183,1183,0.94,0.11,21.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1184,1184,0.95,0.15,66.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1185,1185,0.71,0.21,11.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1186,1186,0.93,0.47,42.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1187,1187,0.73,0.41,49.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1188,1188,0.73,0.38,87.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1189,1189,0.54,0.37,32.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1190,1190,0.9,0.13,55.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1191,1191,0.73,0.5,54.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1192,1192,0.71,0.29,33.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1193,1193,0.61,0.38,68.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1194,1194,0.87,0.36,11.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1195,1195,0.94,0.3,46.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1196,1196,0.79,0.48,83.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1197,1197,0.76,0.47,88.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1198,1198,0.75,0.36,19.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1199,1199,0.83,0.24,10.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1200,1200,0.79,0.24,49.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1201,1201,0.71,0.13,23.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1202,1202,0.89,0.48,88.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1203,1203,0.61,0.12,69.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1204,1204,0.62,0.19,39.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1205,1205,0.83,0.49,34.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1206,1206,0.66,0.37,50.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1207,1207,0.75,0.46,35.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1208,1208,0.67,0.4,65.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1209,1209,0.77,0.33,67.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1210,1210,0.66,0.44,75.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1211,1211,0.86,0.43,70.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1212,1212,0.58,0.48,90.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1213,1213,0.51,0.43,57.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1214,1214,0.94,0.36,78.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1215,1215,0.92,0.28,34.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1216,1216,0.86,0.13,53.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1217,1217,0.63,0.12,64.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1218,1218,0.64,0.48,87.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1219,1219,0.7,0.49,37.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1220,1220,0.57,0.42,18.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1221,1221,0.69,0.24,72.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1222,1222,0.51,0.24,36.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1223,1223,0.76,0.19,71.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1224,1224,0.66,0.43,44.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1225,1225,0.77,0.26,37.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1226,1226,0.52,0.36,16.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1227,1227,0.68,0.33,48.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1228,1228,0.6,0.31,61.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1229,1229,0.67,0.11,66.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1230,1230,0.68,0.31,87.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1231,1231,0.94,0.11,39.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1232,1232,0.59,0.15,69.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1233,1233,0.89,0.44,57.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1234,1234,0.84,0.48,59.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1235,1235,0.7,0.36,73.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1236,1236,0.58,0.32,66.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1237,1237,0.85,0.38,39.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1238,1238,0.6,0.41,73.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1239,1239,0.59,0.47,45.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1240,1240,0.84,0.21,51.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1241,1241,0.66,0.38,46.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1242,1242,0.67,0.13,44.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1243,1243,0.86,0.34,86.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1244,1244,0.89,0.22,84.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1245,1245,0.84,0.24,85.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1246,1246,0.91,0.32,75.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1247,1247,0.57,0.22,59.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1248,1248,0.79,0.28,52.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1249,1249,0.81,0.23,25.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1250,1250,0.88,0.15,88.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1251,1251,0.78,0.39,11.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1252,1252,0.71,0.32,72.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1253,1253,0.87,0.29,67.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1254,1254,0.51,0.18,77.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1255,1255,0.92,0.27,13.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1256,1256,0.93,0.35,18.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1257,1257,0.88,0.26,83.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1258,1258,0.68,0.19,77.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1259,1259,0.51,0.37,24.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1260,1260,0.74,0.28,68.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1261,1261,0.55,0.41,73.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1262,1262,0.81,0.25,61.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1263,1263,0.86,0.16,54.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1264,1264,0.9,0.21,52.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1265,1265,0.89,0.15,32.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1266,1266,0.62,0.22,82.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1267,1267,0.6,0.42,43.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1268,1268,0.84,0.32,81.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1269,1269,0.81,0.43,49.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1270,1270,0.67,0.12,21.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1271,1271,0.59,0.22,91.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1272,1272,0.76,0.37,94.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1273,1273,0.76,0.38,32.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1274,1274,0.51,0.2,72.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1275,1275,0.58,0.49,19.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1276,1276,0.85,0.22,26.78,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1277,1277,0.7,0.4,38.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1278,1278,0.86,0.45,13.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1279,1279,0.55,0.39,93.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1280,1280,0.71,0.22,43.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1281,1281,0.59,0.21,82.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1282,1282,0.67,0.35,69.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1283,1283,0.83,0.1,26.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1284,1284,0.73,0.39,77.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1285,1285,0.63,0.44,87.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1286,1286,0.58,0.28,79.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1287,1287,0.62,0.42,87.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1288,1288,0.54,0.46,60.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1289,1289,0.93,0.23,14.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1290,1290,0.59,0.17,34.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1291,1291,0.64,0.25,46.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1292,1292,0.73,0.27,30.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1293,1293,0.72,0.24,24.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1294,1294,0.65,0.2,36.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1295,1295,0.56,0.35,28.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1296,1296,0.89,0.27,43.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1297,1297,0.68,0.15,21.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1298,1298,0.92,0.3,12.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1299,1299,0.7,0.46,90.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1300,1300,0.85,0.18,82.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1301,1301,0.83,0.38,33.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1302,1302,0.73,0.37,79.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1303,1303,0.87,0.16,31.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1304,1304,0.81,0.13,41.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1305,1305,0.67,0.14,77.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1306,1306,0.78,0.23,86.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1307,1307,0.64,0.17,20.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1308,1308,0.67,0.39,78.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1309,1309,0.83,0.17,64.49,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1310,1310,0.95,0.5,70.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1311,1311,0.7,0.43,66.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1312,1312,0.72,0.44,87.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1313,1313,0.93,0.42,73.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1314,1314,0.86,0.49,79.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1315,1315,0.87,0.22,33.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1316,1316,0.9,0.39,56.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1317,1317,0.62,0.29,56.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1318,1318,0.68,0.17,10.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1319,1319,0.75,0.38,61.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1320,1320,0.84,0.17,68.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1321,1321,0.94,0.2,42.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1322,1322,0.71,0.34,49.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1323,1323,0.62,0.14,61.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1324,1324,0.79,0.27,30.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1325,1325,0.73,0.47,53.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1326,1326,0.87,0.45,38.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1327,1327,0.93,0.28,13.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1328,1328,0.58,0.29,87.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1329,1329,0.59,0.38,10.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1330,1330,0.77,0.49,72.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1331,1331,0.5,0.29,17.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1332,1332,0.94,0.12,78.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1333,1333,0.84,0.11,47.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1334,1334,0.83,0.48,46.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1335,1335,0.62,0.45,70.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1336,1336,0.75,0.23,82.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1337,1337,0.77,0.14,74.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1338,1338,0.82,0.32,64.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1339,1339,0.88,0.13,80.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1340,1340,0.58,0.21,56.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1341,1341,0.71,0.26,10.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1342,1342,0.51,0.12,13.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1343,1343,0.83,0.38,53.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1344,1344,0.82,0.22,66.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1345,1345,0.6,0.12,51.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1346,1346,0.66,0.26,35.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1347,1347,0.56,0.4,28.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1348,1348,0.64,0.41,24.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1349,1349,0.59,0.49,20.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1350,1350,0.57,0.32,65.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1351,1351,0.65,0.46,63.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1352,1352,0.9,0.24,19.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1353,1353,0.88,0.18,40.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1354,1354,0.78,0.36,85.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1355,1355,0.85,0.32,72.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1356,1356,0.82,0.18,24.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1357,1357,0.65,0.42,87.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1358,1358,0.93,0.24,45.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1359,1359,0.78,0.23,94.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1360,1360,0.92,0.12,51.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1361,1361,0.7,0.12,35.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1362,1362,0.9,0.42,33.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1363,1363,0.63,0.33,49.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1364,1364,0.55,0.39,27.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1365,1365,0.55,0.25,48.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1366,1366,0.8,0.28,47.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1367,1367,0.71,0.11,24.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1368,1368,0.69,0.18,63.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1369,1369,0.61,0.18,34.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1370,1370,0.91,0.35,47.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1371,1371,0.64,0.24,61.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1372,1372,0.81,0.14,62.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1373,1373,0.75,0.48,63.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1374,1374,0.61,0.35,34.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1375,1375,0.8,0.46,60.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1376,1376,0.89,0.24,83.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1377,1377,0.78,0.38,20.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1378,1378,0.66,0.26,22.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1379,1379,0.61,0.35,65.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1380,1380,0.65,0.18,43.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1381,1381,0.65,0.17,49.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1382,1382,0.68,0.17,73.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1383,1383,0.83,0.18,55.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1384,1384,0.58,0.13,55.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
