farm_id,farmer_id,survey_number,gat_number,farm_area_hectare,village_id,geojson,soil_type,irrigation_type
1014,511,617/1,GAT-1014,3.21,210,"{""type"":""Polygon""}",Black Soil,Rainfed
1015,511,245/3,GAT-1015,8.78,210,"{""type"":""Polygon""}",Red Soil,Drip
1016,512,282/5,GAT-1016,3.13,269,"{""type"":""Polygon""}",Red Soil,Canal
1017,512,297/3,GAT-1017,1.36,269,"{""type"":""Polygon""}",Black Soil,Canal
1018,513,459/5,GAT-1018,3.45,175,"{""type"":""Polygon""}",Black Soil,Drip
1019,513,132/4,GAT-1019,9.39,175,"{""type"":""Polygon""}",Black Soil,Drip
1020,514,895/2,GAT-1020,4.49,369,"{""type"":""Polygon""}",Black Soil,Drip
1021,514,73/4,GAT-1021,5.35,369,"{""type"":""Polygon""}",Clay,Drip
1022,515,798/4,GAT-1022,4.32,53,"{""type"":""Polygon""}",Red Soil,Rainfed
1023,515,942/1,GAT-1023,1.22,53,"{""type"":""Polygon""}",Red Soil,Canal
1024,515,206/5,GAT-1024,1.71,53,"{""type"":""Polygon""}",Red Soil,Drip
1025,516,133/1,GAT-1025,7.46,459,"{""type"":""Polygon""}",Black Soil,Canal
1026,516,52/2,GAT-1026,3.88,459,"{""type"":""Polygon""}",Red Soil,Drip
1027,517,510/5,GAT-1027,6.17,459,"{""type"":""Polygon""}",Red Soil,Canal
1028,517,326/3,GAT-1028,7.22,459,"{""type"":""Polygon""}",Clay,Canal
1029,518,128/3,GAT-1029,5.18,148,"{""type"":""Polygon""}",Clay,Rainfed
1030,518,639/5,GAT-1030,8.69,148,"{""type"":""Polygon""}",Red Soil,Canal
1031,518,509/1,GAT-1031,2.42,148,"{""type"":""Polygon""}",Clay,Rainfed
1032,519,306/1,GAT-1032,5.22,79,"{""type"":""Polygon""}",Black Soil,Rainfed
1033,519,254/1,GAT-1033,9.8,79,"{""type"":""Polygon""}",Clay,Drip
1034,520,553/3,GAT-1034,1.42,181,"{""type"":""Polygon""}",Red Soil,Drip
1035,520,943/3,GAT-1035,7.62,181,"{""type"":""Polygon""}",Black Soil,Canal
1036,521,149/3,GAT-1036,6.86,170,"{""type"":""Polygon""}",Black Soil,Rainfed
1037,521,833/3,GAT-1037,5.04,170,"{""type"":""Polygon""}",Red Soil,Drip
1038,522,535/2,GAT-1038,9.76,219,"{""type"":""Polygon""}",Black Soil,Drip
1039,522,790/2,GAT-1039,0.84,219,"{""type"":""Polygon""}",Red Soil,Canal
1040,522,461/5,GAT-1040,6.15,219,"{""type"":""Polygon""}",Clay,Drip
1041,523,150/5,GAT-1041,7.71,396,"{""type"":""Polygon""}",Red Soil,Drip
1042,523,605/3,GAT-1042,8.44,396,"{""type"":""Polygon""}",Red Soil,Canal
1043,523,902/4,GAT-1043,4.37,396,"{""type"":""Polygon""}",Red Soil,Rainfed
1044,524,923/3,GAT-1044,7.02,463,"{""type"":""Polygon""}",Red Soil,Canal
1045,525,371/5,GAT-1045,0.73,204,"{""type"":""Polygon""}",Red Soil,Canal
1046,526,430/3,GAT-1046,9.02,201,"{""type"":""Polygon""}",Clay,Canal
1047,526,805/3,GAT-1047,7.4,201,"{""type"":""Polygon""}",Black Soil,Rainfed
1048,527,815/1,GAT-1048,9.21,401,"{""type"":""Polygon""}",Black Soil,Rainfed
1049,527,290/2,GAT-1049,6.85,401,"{""type"":""Polygon""}",Red Soil,Canal
1050,527,523/3,GAT-1050,3.05,401,"{""type"":""Polygon""}",Red Soil,Drip
1051,528,469/1,GAT-1051,0.63,390,"{""type"":""Polygon""}",Red Soil,Canal
1052,528,459/3,GAT-1052,3.35,390,"{""type"":""Polygon""}",Red Soil,Rainfed
1053,529,733/5,GAT-1053,4.59,348,"{""type"":""Polygon""}",Clay,Canal
1054,530,392/4,GAT-1054,7.77,11,"{""type"":""Polygon""}",Black Soil,Canal
1055,530,360/1,GAT-1055,5.59,11,"{""type"":""Polygon""}",Black Soil,Drip
1056,530,627/5,GAT-1056,3.76,11,"{""type"":""Polygon""}",Black Soil,Rainfed
1057,531,495/3,GAT-1057,7.71,51,"{""type"":""Polygon""}",Clay,Rainfed
1058,532,528/1,GAT-1058,6.4,242,"{""type"":""Polygon""}",Red Soil,Drip
1059,532,509/5,GAT-1059,3.8,242,"{""type"":""Polygon""}",Black Soil,Rainfed
1060,532,24/2,GAT-1060,8.28,242,"{""type"":""Polygon""}",Clay,Rainfed
1061,533,465/4,GAT-1061,8.91,19,"{""type"":""Polygon""}",Red Soil,Canal
1062,533,841/5,GAT-1062,3.15,19,"{""type"":""Polygon""}",Black Soil,Rainfed
1063,534,613/5,GAT-1063,2.95,330,"{""type"":""Polygon""}",Black Soil,Canal
1064,534,920/5,GAT-1064,2.9,330,"{""type"":""Polygon""}",Black Soil,Rainfed
1065,534,541/1,GAT-1065,7.32,330,"{""type"":""Polygon""}",Clay,Drip
1066,535,801/5,GAT-1066,6.91,236,"{""type"":""Polygon""}",Red Soil,Canal
1067,536,507/1,GAT-1067,3.82,226,"{""type"":""Polygon""}",Red Soil,Drip
1068,537,973/5,GAT-1068,7.09,8,"{""type"":""Polygon""}",Black Soil,Rainfed
1069,537,877/1,GAT-1069,6.59,8,"{""type"":""Polygon""}",Red Soil,Drip
1070,537,512/1,GAT-1070,1.41,8,"{""type"":""Polygon""}",Red Soil,Rainfed
1071,538,732/3,GAT-1071,8.01,205,"{""type"":""Polygon""}",Black Soil,Drip
1072,539,891/2,GAT-1072,5.68,171,"{""type"":""Polygon""}",Red Soil,Canal
1073,540,969/3,GAT-1073,3.42,325,"{""type"":""Polygon""}",Clay,Canal
1074,540,540/4,GAT-1074,5.76,325,"{""type"":""Polygon""}",Red Soil,Canal
1075,541,817/4,GAT-1075,5.32,241,"{""type"":""Polygon""}",Red Soil,Rainfed
1076,541,867/1,GAT-1076,0.65,241,"{""type"":""Polygon""}",Clay,Rainfed
1077,541,773/4,GAT-1077,5.32,241,"{""type"":""Polygon""}",Red Soil,Drip
1078,542,602/2,GAT-1078,4.11,7,"{""type"":""Polygon""}",Clay,Drip
1079,542,93/2,GAT-1079,7.96,7,"{""type"":""Polygon""}",Red Soil,Canal
1080,542,805/5,GAT-1080,2.27,7,"{""type"":""Polygon""}",Red Soil,Drip
1081,543,791/2,GAT-1081,6.67,117,"{""type"":""Polygon""}",Clay,Canal
1082,544,412/2,GAT-1082,7.9,432,"{""type"":""Polygon""}",Red Soil,Rainfed
1083,544,784/2,GAT-1083,2.08,432,"{""type"":""Polygon""}",Clay,Canal
1084,544,298/1,GAT-1084,3.09,432,"{""type"":""Polygon""}",Red Soil,Drip
1085,545,654/3,GAT-1085,4.15,410,"{""type"":""Polygon""}",Clay,Rainfed
1086,546,201/3,GAT-1086,8.72,450,"{""type"":""Polygon""}",Clay,Canal
1087,546,652/2,GAT-1087,8.67,450,"{""type"":""Polygon""}",Black Soil,Rainfed
1088,547,37/1,GAT-1088,2.81,447,"{""type"":""Polygon""}",Red Soil,Rainfed
1089,547,555/4,GAT-1089,0.56,447,"{""type"":""Polygon""}",Red Soil,Rainfed
1090,548,930/3,GAT-1090,6.21,48,"{""type"":""Polygon""}",Clay,Canal
1091,549,133/3,GAT-1091,4.86,3,"{""type"":""Polygon""}",Black Soil,Drip
1092,550,217/2,GAT-1092,3.03,234,"{""type"":""Polygon""}",Black Soil,Drip
1093,550,650/4,GAT-1093,1.14,234,"{""type"":""Polygon""}",Clay,Rainfed
1094,551,385/3,GAT-1094,2.77,189,"{""type"":""Polygon""}",Clay,Canal
1095,552,638/1,GAT-1095,3.93,262,"{""type"":""Polygon""}",Clay,Rainfed
1096,552,319/4,GAT-1096,8.25,262,"{""type"":""Polygon""}",Black Soil,Canal
1097,552,415/5,GAT-1097,9.68,262,"{""type"":""Polygon""}",Black Soil,Drip
1098,553,397/1,GAT-1098,2.73,191,"{""type"":""Polygon""}",Black Soil,Canal
1099,553,302/1,GAT-1099,4.14,191,"{""type"":""Polygon""}",Clay,Rainfed
1100,553,778/2,GAT-1100,6.04,191,"{""type"":""Polygon""}",Clay,Drip
1101,554,538/2,GAT-1101,8.81,450,"{""type"":""Polygon""}",Black Soil,Drip
1102,554,957/1,GAT-1102,0.81,450,"{""type"":""Polygon""}",Clay,Canal
1103,555,345/3,GAT-1103,4.61,309,"{""type"":""Polygon""}",Black Soil,Rainfed
1104,556,254/2,GAT-1104,9.06,390,"{""type"":""Polygon""}",Red Soil,Rainfed
1105,556,572/5,GAT-1105,4.73,390,"{""type"":""Polygon""}",Black Soil,Canal
1106,557,526/2,GAT-1106,3.71,188,"{""type"":""Polygon""}",Red Soil,Drip
1107,557,992/3,GAT-1107,7.88,188,"{""type"":""Polygon""}",Clay,Rainfed
1108,557,615/2,GAT-1108,6.61,188,"{""type"":""Polygon""}",Black Soil,Drip
1109,558,376/1,GAT-1109,6.32,169,"{""type"":""Polygon""}",Clay,Drip
1110,558,625/2,GAT-1110,9.64,169,"{""type"":""Polygon""}",Clay,Canal
1111,558,143/1,GAT-1111,9.94,169,"{""type"":""Polygon""}",Clay,Canal
1112,559,567/2,GAT-1112,8.42,83,"{""type"":""Polygon""}",Black Soil,Drip
1113,560,562/1,GAT-1113,1.9,114,"{""type"":""Polygon""}",Clay,Rainfed
1114,561,45/5,GAT-1114,3.16,340,"{""type"":""Polygon""}",Black Soil,Drip
1115,561,330/2,GAT-1115,8.19,340,"{""type"":""Polygon""}",Red Soil,Drip
1116,561,788/3,GAT-1116,4.71,340,"{""type"":""Polygon""}",Clay,Rainfed
1117,562,358/3,GAT-1117,3.89,208,"{""type"":""Polygon""}",Clay,Rainfed
1118,562,321/5,GAT-1118,2.49,208,"{""type"":""Polygon""}",Red Soil,Rainfed
1119,562,614/5,GAT-1119,7.31,208,"{""type"":""Polygon""}",Black Soil,Rainfed
1120,563,346/3,GAT-1120,8.71,405,"{""type"":""Polygon""}",Clay,Drip
1121,563,737/1,GAT-1121,1.3,405,"{""type"":""Polygon""}",Black Soil,Canal
1122,563,408/5,GAT-1122,9.5,405,"{""type"":""Polygon""}",Clay,Drip
1123,564,663/1,GAT-1123,0.56,426,"{""type"":""Polygon""}",Black Soil,Drip
1124,565,309/1,GAT-1124,8.18,193,"{""type"":""Polygon""}",Red Soil,Drip
1125,565,331/2,GAT-1125,6.15,193,"{""type"":""Polygon""}",Black Soil,Canal
1126,566,594/3,GAT-1126,6.54,346,"{""type"":""Polygon""}",Red Soil,Rainfed
1127,567,780/2,GAT-1127,5.06,242,"{""type"":""Polygon""}",Red Soil,Canal
1128,568,949/3,GAT-1128,1.32,331,"{""type"":""Polygon""}",Black Soil,Rainfed
1129,569,107/1,GAT-1129,8.69,416,"{""type"":""Polygon""}",Black Soil,Canal
1130,569,789/3,GAT-1130,1.71,416,"{""type"":""Polygon""}",Clay,Canal
1131,570,169/5,GAT-1131,7.85,395,"{""type"":""Polygon""}",Black Soil,Drip
1132,570,726/5,GAT-1132,8.6,395,"{""type"":""Polygon""}",Clay,Rainfed
1133,570,242/5,GAT-1133,8.07,395,"{""type"":""Polygon""}",Red Soil,Canal
1134,571,194/2,GAT-1134,8.33,282,"{""type"":""Polygon""}",Red Soil,Rainfed
1135,571,16/3,GAT-1135,0.72,282,"{""type"":""Polygon""}",Clay,Canal
1136,572,814/5,GAT-1136,9.4,376,"{""type"":""Polygon""}",Red Soil,Drip
1137,573,707/4,GAT-1137,2.62,141,"{""type"":""Polygon""}",Black Soil,Canal
1138,574,530/3,GAT-1138,8.57,280,"{""type"":""Polygon""}",Red Soil,Canal
1139,574,303/5,GAT-1139,0.85,280,"{""type"":""Polygon""}",Red Soil,Canal
1140,574,377/5,GAT-1140,2.45,280,"{""type"":""Polygon""}",Black Soil,Rainfed
1141,575,184/1,GAT-1141,4.76,381,"{""type"":""Polygon""}",Red Soil,Canal
1142,576,332/4,GAT-1142,9.4,253,"{""type"":""Polygon""}",Black Soil,Canal
1143,577,939/3,GAT-1143,1.67,335,"{""type"":""Polygon""}",Red Soil,Rainfed
1144,577,235/3,GAT-1144,9.73,335,"{""type"":""Polygon""}",Clay,Drip
1145,578,644/5,GAT-1145,4.4,320,"{""type"":""Polygon""}",Black Soil,Canal
1146,578,589/3,GAT-1146,6.86,320,"{""type"":""Polygon""}",Black Soil,Rainfed
1147,578,849/2,GAT-1147,5.09,320,"{""type"":""Polygon""}",Clay,Canal
1148,579,833/2,GAT-1148,4.26,413,"{""type"":""Polygon""}",Red Soil,Canal
1149,580,645/5,GAT-1149,5.76,12,"{""type"":""Polygon""}",Clay,Rainfed
1150,581,664/1,GAT-1150,9.4,45,"{""type"":""Polygon""}",Red Soil,Canal
1151,581,108/1,GAT-1151,0.57,45,"{""type"":""Polygon""}",Clay,Canal
1152,582,898/1,GAT-1152,9.74,123,"{""type"":""Polygon""}",Red Soil,Rainfed
1153,582,205/2,GAT-1153,5.95,123,"{""type"":""Polygon""}",Black Soil,Drip
1154,582,187/1,GAT-1154,6.96,123,"{""type"":""Polygon""}",Red Soil,Drip
1155,583,705/5,GAT-1155,7.71,461,"{""type"":""Polygon""}",Red Soil,Rainfed
1156,583,746/4,GAT-1156,8.06,461,"{""type"":""Polygon""}",Clay,Rainfed
1157,584,201/5,GAT-1157,9.37,14,"{""type"":""Polygon""}",Black Soil,Drip
1158,584,67/3,GAT-1158,6.33,14,"{""type"":""Polygon""}",Black Soil,Rainfed
1159,585,950/4,GAT-1159,8.12,34,"{""type"":""Polygon""}",Black Soil,Drip
1160,586,910/4,GAT-1160,3.63,369,"{""type"":""Polygon""}",Clay,Canal
1161,586,602/4,GAT-1161,5.1,369,"{""type"":""Polygon""}",Clay,Drip
1162,587,195/4,GAT-1162,5.63,360,"{""type"":""Polygon""}",Red Soil,Canal
1163,588,917/2,GAT-1163,0.77,472,"{""type"":""Polygon""}",Clay,Drip
1164,589,424/2,GAT-1164,2.98,226,"{""type"":""Polygon""}",Red Soil,Canal
1165,589,622/3,GAT-1165,5.42,226,"{""type"":""Polygon""}",Clay,Rainfed
1166,590,503/4,GAT-1166,6.45,475,"{""type"":""Polygon""}",Black Soil,Rainfed
1167,590,380/2,GAT-1167,4.68,475,"{""type"":""Polygon""}",Black Soil,Drip
1168,591,731/5,GAT-1168,8.09,117,"{""type"":""Polygon""}",Red Soil,Canal
1169,591,643/1,GAT-1169,3.75,117,"{""type"":""Polygon""}",Black Soil,Drip
1170,592,5/3,GAT-1170,9.65,248,"{""type"":""Polygon""}",Clay,Drip
1171,592,327/1,GAT-1171,7.82,248,"{""type"":""Polygon""}",Black Soil,Rainfed
1172,593,35/3,GAT-1172,6.93,359,"{""type"":""Polygon""}",Black Soil,Canal
1173,594,587/5,GAT-1173,2.26,403,"{""type"":""Polygon""}",Black Soil,Rainfed
1174,595,689/4,GAT-1174,8.0,144,"{""type"":""Polygon""}",Red Soil,Drip
1175,596,20/2,GAT-1175,4.46,356,"{""type"":""Polygon""}",Black Soil,Rainfed
1176,597,43/2,GAT-1176,5.69,115,"{""type"":""Polygon""}",Clay,Drip
1177,598,647/2,GAT-1177,7.38,405,"{""type"":""Polygon""}",Clay,Canal
1178,599,511/5,GAT-1178,0.53,179,"{""type"":""Polygon""}",Clay,Canal
1179,599,339/4,GAT-1179,7.62,179,"{""type"":""Polygon""}",Red Soil,Drip
1180,600,501/2,GAT-1180,7.76,320,"{""type"":""Polygon""}",Red Soil,Rainfed
1181,601,769/3,GAT-1181,2.85,108,"{""type"":""Polygon""}",Clay,Drip
1182,602,65/5,GAT-1182,3.89,375,"{""type"":""Polygon""}",Clay,Drip
1183,602,854/1,GAT-1183,4.22,375,"{""type"":""Polygon""}",Clay,Rainfed
1184,603,608/3,GAT-1184,3.19,269,"{""type"":""Polygon""}",Black Soil,Rainfed
1185,603,831/1,GAT-1185,9.04,269,"{""type"":""Polygon""}",Black Soil,Drip
1186,603,433/2,GAT-1186,0.87,269,"{""type"":""Polygon""}",Black Soil,Canal
1187,604,58/3,GAT-1187,1.91,242,"{""type"":""Polygon""}",Black Soil,Canal
1188,604,904/5,GAT-1188,6.56,242,"{""type"":""Polygon""}",Red Soil,Canal
1189,604,563/5,GAT-1189,6.63,242,"{""type"":""Polygon""}",Clay,Drip
1190,605,522/3,GAT-1190,1.58,335,"{""type"":""Polygon""}",Black Soil,Canal
1191,605,228/4,GAT-1191,2.66,335,"{""type"":""Polygon""}",Black Soil,Rainfed
1192,605,952/5,GAT-1192,8.44,335,"{""type"":""Polygon""}",Black Soil,Rainfed
1193,606,398/4,GAT-1193,5.22,293,"{""type"":""Polygon""}",Black Soil,Drip
1194,607,145/1,GAT-1194,0.91,179,"{""type"":""Polygon""}",Black Soil,Drip
1195,607,133/1,GAT-1195,9.06,179,"{""type"":""Polygon""}",Clay,Drip
1196,607,353/5,GAT-1196,8.14,179,"{""type"":""Polygon""}",Black Soil,Canal
1197,608,58/1,GAT-1197,6.7,145,"{""type"":""Polygon""}",Clay,Canal
1198,608,385/3,GAT-1198,4.82,145,"{""type"":""Polygon""}",Red Soil,Rainfed
1199,609,587/4,GAT-1199,6.52,224,"{""type"":""Polygon""}",Black Soil,Rainfed
1200,609,278/5,GAT-1200,2.94,224,"{""type"":""Polygon""}",Red Soil,Rainfed
1201,609,96/2,GAT-1201,2.99,224,"{""type"":""Polygon""}",Red Soil,Canal
1202,610,333/5,GAT-1202,2.19,407,"{""type"":""Polygon""}",Clay,Drip
1203,611,908/5,GAT-1203,4.39,150,"{""type"":""Polygon""}",Red Soil,Canal
1204,611,532/4,GAT-1204,7.72,150,"{""type"":""Polygon""}",Black Soil,Drip
1205,611,189/4,GAT-1205,2.04,150,"{""type"":""Polygon""}",Black Soil,Canal
1206,612,514/2,GAT-1206,4.15,418,"{""type"":""Polygon""}",Red Soil,Canal
1207,613,650/3,GAT-1207,7.95,97,"{""type"":""Polygon""}",Clay,Canal
1208,613,3/3,GAT-1208,4.68,97,"{""type"":""Polygon""}",Clay,Canal
1209,613,827/3,GAT-1209,9.67,97,"{""type"":""Polygon""}",Black Soil,Rainfed
1210,614,655/4,GAT-1210,0.89,89,"{""type"":""Polygon""}",Black Soil,Canal
1211,614,734/5,GAT-1211,7.07,89,"{""type"":""Polygon""}",Black Soil,Rainfed
1212,614,560/5,GAT-1212,1.83,89,"{""type"":""Polygon""}",Red Soil,Canal
1213,615,196/1,GAT-1213,7.84,114,"{""type"":""Polygon""}",Clay,Rainfed
1214,615,140/5,GAT-1214,6.23,114,"{""type"":""Polygon""}",Clay,Canal
1215,616,680/3,GAT-1215,8.3,143,"{""type"":""Polygon""}",Black Soil,Canal
1216,616,849/1,GAT-1216,8.99,143,"{""type"":""Polygon""}",Black Soil,Drip
1217,617,969/3,GAT-1217,6.42,370,"{""type"":""Polygon""}",Clay,Canal
1218,617,409/1,GAT-1218,2.49,370,"{""type"":""Polygon""}",Black Soil,Rainfed
1219,618,97/4,GAT-1219,1.95,244,"{""type"":""Polygon""}",Red Soil,Canal
1220,619,969/2,GAT-1220,3.24,331,"{""type"":""Polygon""}",Black Soil,Drip
1221,619,745/1,GAT-1221,8.98,331,"{""type"":""Polygon""}",Red Soil,Drip
1222,620,884/5,GAT-1222,4.14,9,"{""type"":""Polygon""}",Red Soil,Drip
1223,621,742/2,GAT-1223,2.33,456,"{""type"":""Polygon""}",Clay,Drip
1224,621,357/2,GAT-1224,9.52,456,"{""type"":""Polygon""}",Clay,Rainfed
1225,622,930/1,GAT-1225,4.03,223,"{""type"":""Polygon""}",Clay,Canal
1226,622,234/3,GAT-1226,9.89,223,"{""type"":""Polygon""}",Clay,Canal
1227,622,970/2,GAT-1227,4.49,223,"{""type"":""Polygon""}",Red Soil,Drip
1228,623,371/3,GAT-1228,7.08,117,"{""type"":""Polygon""}",Clay,Drip
1229,623,621/1,GAT-1229,7.41,117,"{""type"":""Polygon""}",Red Soil,Rainfed
1230,624,751/3,GAT-1230,8.29,191,"{""type"":""Polygon""}",Red Soil,Canal
1231,624,766/1,GAT-1231,7.0,191,"{""type"":""Polygon""}",Black Soil,Rainfed
1232,624,561/5,GAT-1232,9.56,191,"{""type"":""Polygon""}",Red Soil,Rainfed
1233,625,905/2,GAT-1233,5.0,330,"{""type"":""Polygon""}",Clay,Canal
1234,626,670/1,GAT-1234,2.61,130,"{""type"":""Polygon""}",Red Soil,Canal
1235,626,315/2,GAT-1235,4.26,130,"{""type"":""Polygon""}",Clay,Canal
1236,627,500/3,GAT-1236,2.25,430,"{""type"":""Polygon""}",Black Soil,Canal
1237,627,53/4,GAT-1237,8.83,430,"{""type"":""Polygon""}",Red Soil,Rainfed
1238,627,375/3,GAT-1238,8.04,430,"{""type"":""Polygon""}",Red Soil,Canal
1239,628,338/5,GAT-1239,6.55,128,"{""type"":""Polygon""}",Clay,Drip
1240,628,676/2,GAT-1240,5.01,128,"{""type"":""Polygon""}",Clay,Rainfed
1241,629,945/4,GAT-1241,5.58,130,"{""type"":""Polygon""}",Clay,Drip
1242,629,375/2,GAT-1242,8.95,130,"{""type"":""Polygon""}",Clay,Drip
1243,629,720/2,GAT-1243,5.9,130,"{""type"":""Polygon""}",Clay,Drip
1244,630,994/5,GAT-1244,9.9,94,"{""type"":""Polygon""}",Clay,Rainfed
1245,630,554/4,GAT-1245,5.84,94,"{""type"":""Polygon""}",Red Soil,Rainfed
1246,631,996/5,GAT-1246,8.43,470,"{""type"":""Polygon""}",Clay,Rainfed
1247,631,526/5,GAT-1247,5.71,470,"{""type"":""Polygon""}",Red Soil,Rainfed
1248,632,996/5,GAT-1248,1.15,125,"{""type"":""Polygon""}",Red Soil,Drip
1249,632,585/5,GAT-1249,1.21,125,"{""type"":""Polygon""}",Red Soil,Canal
1250,632,355/4,GAT-1250,3.42,125,"{""type"":""Polygon""}",Clay,Canal
1251,633,593/5,GAT-1251,4.45,387,"{""type"":""Polygon""}",Clay,Rainfed
1252,633,571/5,GAT-1252,5.55,387,"{""type"":""Polygon""}",Black Soil,Drip
1253,634,831/1,GAT-1253,1.55,169,"{""type"":""Polygon""}",Clay,Canal
1254,634,199/1,GAT-1254,3.59,169,"{""type"":""Polygon""}",Black Soil,Rainfed
1255,634,163/3,GAT-1255,3.65,169,"{""type"":""Polygon""}",Clay,Canal
1256,635,973/4,GAT-1256,9.58,357,"{""type"":""Polygon""}",Clay,Canal
1257,635,48/5,GAT-1257,3.87,357,"{""type"":""Polygon""}",Clay,Drip
1258,635,570/4,GAT-1258,3.09,357,"{""type"":""Polygon""}",Red Soil,Rainfed
1259,636,970/3,GAT-1259,1.94,108,"{""type"":""Polygon""}",Red Soil,Rainfed
1260,637,783/3,GAT-1260,3.9,388,"{""type"":""Polygon""}",Red Soil,Rainfed
1261,637,671/3,GAT-1261,5.28,388,"{""type"":""Polygon""}",Clay,Rainfed
1262,637,547/3,GAT-1262,3.81,388,"{""type"":""Polygon""}",Black Soil,Rainfed
1263,638,279/1,GAT-1263,9.68,201,"{""type"":""Polygon""}",Black Soil,Drip
1264,638,690/3,GAT-1264,7.07,201,"{""type"":""Polygon""}",Black Soil,Drip
1265,639,835/3,GAT-1265,5.69,38,"{""type"":""Polygon""}",Clay,Canal
1266,640,145/4,GAT-1266,4.73,300,"{""type"":""Polygon""}",Clay,Canal
1267,640,783/5,GAT-1267,4.13,300,"{""type"":""Polygon""}",Black Soil,Canal
1268,641,602/4,GAT-1268,0.95,92,"{""type"":""Polygon""}",Clay,Drip
1269,641,468/4,GAT-1269,4.91,92,"{""type"":""Polygon""}",Clay,Drip
1270,642,977/3,GAT-1270,2.53,339,"{""type"":""Polygon""}",Red Soil,Rainfed
1271,642,123/3,GAT-1271,6.27,339,"{""type"":""Polygon""}",Red Soil,Rainfed
1272,643,129/1,GAT-1272,8.33,295,"{""type"":""Polygon""}",Black Soil,Drip
1273,643,902/2,GAT-1273,8.24,295,"{""type"":""Polygon""}",Clay,Canal
1274,643,912/2,GAT-1274,7.9,295,"{""type"":""Polygon""}",Clay,Rainfed
1275,644,905/1,GAT-1275,3.23,351,"{""type"":""Polygon""}",Red Soil,Drip
1276,644,826/4,GAT-1276,7.16,351,"{""type"":""Polygon""}",Red Soil,Canal
1277,645,373/1,GAT-1277,9.81,7,"{""type"":""Polygon""}",Black Soil,Rainfed
1278,645,978/3,GAT-1278,4.42,7,"{""type"":""Polygon""}",Black Soil,Drip
1279,646,555/3,GAT-1279,7.65,432,"{""type"":""Polygon""}",Clay,Rainfed
1280,646,712/2,GAT-1280,1.34,432,"{""type"":""Polygon""}",Black Soil,Drip
1281,646,631/5,GAT-1281,7.43,432,"{""type"":""Polygon""}",Black Soil,Drip
1282,647,779/1,GAT-1282,2.87,448,"{""type"":""Polygon""}",Red Soil,Canal
1283,647,727/2,GAT-1283,2.71,448,"{""type"":""Polygon""}",Red Soil,Canal
1284,647,218/4,GAT-1284,0.83,448,"{""type"":""Polygon""}",Black Soil,Rainfed
1285,648,749/5,GAT-1285,4.09,74,"{""type"":""Polygon""}",Black Soil,Drip
1286,649,907/5,GAT-1286,8.99,337,"{""type"":""Polygon""}",Red Soil,Rainfed
1287,649,933/3,GAT-1287,4.53,337,"{""type"":""Polygon""}",Clay,Canal
1288,649,625/1,GAT-1288,9.65,337,"{""type"":""Polygon""}",Black Soil,Drip
1289,650,280/1,GAT-1289,1.31,227,"{""type"":""Polygon""}",Red Soil,Canal
1290,650,813/1,GAT-1290,5.24,227,"{""type"":""Polygon""}",Black Soil,Canal
1291,650,533/2,GAT-1291,7.35,227,"{""type"":""Polygon""}",Black Soil,Drip
1292,651,666/1,GAT-1292,7.75,306,"{""type"":""Polygon""}",Clay,Rainfed
1293,651,516/1,GAT-1293,5.3,306,"{""type"":""Polygon""}",Black Soil,Canal
1294,651,64/3,GAT-1294,6.95,306,"{""type"":""Polygon""}",Red Soil,Drip
1295,652,825/3,GAT-1295,7.72,66,"{""type"":""Polygon""}",Clay,Canal
1296,653,735/3,GAT-1296,0.65,23,"{""type"":""Polygon""}",Black Soil,Rainfed
1297,653,640/2,GAT-1297,4.75,23,"{""type"":""Polygon""}",Black Soil,Drip
1298,654,193/3,GAT-1298,9.04,353,"{""type"":""Polygon""}",Black Soil,Drip
1299,654,565/4,GAT-1299,6.91,353,"{""type"":""Polygon""}",Red Soil,Rainfed
1300,655,253/5,GAT-1300,1.97,375,"{""type"":""Polygon""}",Clay,Drip
1301,656,948/4,GAT-1301,2.17,13,"{""type"":""Polygon""}",Black Soil,Drip
1302,657,33/3,GAT-1302,0.8,316,"{""type"":""Polygon""}",Red Soil,Drip
1303,657,279/3,GAT-1303,3.78,316,"{""type"":""Polygon""}",Red Soil,Rainfed
1304,658,312/5,GAT-1304,4.95,61,"{""type"":""Polygon""}",Clay,Rainfed
1305,659,953/2,GAT-1305,3.95,250,"{""type"":""Polygon""}",Red Soil,Rainfed
1306,659,920/1,GAT-1306,3.4,250,"{""type"":""Polygon""}",Black Soil,Rainfed
1307,660,641/3,GAT-1307,9.77,223,"{""type"":""Polygon""}",Black Soil,Drip
1308,660,405/2,GAT-1308,3.7,223,"{""type"":""Polygon""}",Clay,Rainfed
1309,660,895/2,GAT-1309,6.74,223,"{""type"":""Polygon""}",Red Soil,Rainfed
1310,661,617/3,GAT-1310,1.73,165,"{""type"":""Polygon""}",Black Soil,Rainfed
1311,661,684/4,GAT-1311,2.83,165,"{""type"":""Polygon""}",Black Soil,Rainfed
1312,661,847/1,GAT-1312,5.77,165,"{""type"":""Polygon""}",Black Soil,Drip
1313,662,243/4,GAT-1313,5.1,266,"{""type"":""Polygon""}",Black Soil,Rainfed
1314,662,728/5,GAT-1314,1.79,266,"{""type"":""Polygon""}",Red Soil,Rainfed
1315,662,703/3,GAT-1315,4.68,266,"{""type"":""Polygon""}",Black Soil,Rainfed
1316,663,230/5,GAT-1316,7.19,301,"{""type"":""Polygon""}",Clay,Drip
